file,title,title_ok,description,description_ok,canonical,canonical_ok,og_count,jsonld_count,robots_meta
games/quantum_tictactoe.html,Quantum Tic-Tac-Toe,True,,False,,False,0,0,
games/referendum-game/index.html,Referendum Rumble,True,"A multiplayer faction-based voting game. Pick a side, cast your vote, challenge rivals in Signal Storm, and shape the outcome!",True,https://lucagandolfi.dev/games/referendum-game/index.html,True,4,0,
games/rpg_game_dist_index.html,Zelda RPG,True,,False,,False,0,0,
games/scopa.html,Scopa P2P,True,,False,,False,0,0,
games/shogi.html,Shogi (Japanese Chess) - Luca Gandolfi,True,,False,,False,0,0,
games/slot.html,Slot Machine — Luca Gandolfi,True,Slot Machine — Spin to win and test your luck — Luca Gandolfi's Portfolio,True,,False,0,0,
games/slot_collect.html,Slot Builder,True,,False,,False,0,0,
games/snake.html,Snake — Luca Gandolfi,True,Play Snake — Classic arcade game — Luca Gandolfi's Portfolio,True,,False,0,0,
games/space_invaders.html,Space Invaders - Portfolio,True,,False,,False,0,0,
games/space_universe.html,Space Universe — Gioco,True,,False,,False,0,0,
games/taboo.html,Taboo — Luca Gandolfi,True,Play Taboo — Word Guessing Game — Luca Gandolfi's Portfolio,True,,False,0,0,
games/tamagotchi.html,Tamagotchi 3D — Luca Gandolfi,True,"Tamagotchi — Cute 3D virtual pet with progression, skins and items — Luca Gandolfi",True,,False,0,0,
games/tetris.html,Tetris - Portfolio,True,,False,,False,0,0,
games/tokyo.html,TOKYO,True,,False,,False,0,0,
games/tower_defense.html,Tower Defense - Luca Gandolfi,True,,False,,False,0,0,
games/warship.html,Warship Battle,True,,False,,False,0,0,
games/webgl_diagnostics.html,WebGL Diagnostics — Tamagotchi,True,,False,,False,0,0,
games/wikipedia_game.html,Wikipedia Game - Luca Gandolfi,True,,False,,False,0,0,
games/yatzee.html,Yatzee - 2 Giocatori,True,,False,,False,0,0,
games/yatzee_solo.html,Yatzee Solo vs AI,True,,False,,False,0,0,
index.html,Luca Gandolfi — Full-Stack Engineer & Developer,True,"Luca Gandolfi — Full-Stack Engineer specializing in web development, embedded systems, and AI. Discover innovative projects, music, and creative solutions.",True,https://lucagandolfi77.github.io/portfolio/,True,9,2,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1"
pages/content/karamazov.html,I Fratelli Karamazov - Visual Novel,True,,False,,False,0,0,
pages/content/luca_life.html,Luca: A Study in Ego - Visual Novel,True,,False,,False,0,0,
pages/content/memes.html,Memes,True,,False,,False,0,0,
pages/content/movies.html,Movies — Luca Gandolfi,True,"Movie selections, trailers, and cinematic inspirations collected by Luca Gandolfi.",True,https://lucagandolfi.dev/pages/content/movies.html,True,4,0,
pages/content/music.html,Music — Luca Gandolfi,True,"Music playlists, compositions, and audio inspirations from Luca Gandolfi.",True,https://lucagandolfi.dev/pages/content/music.html,True,4,0,
pages/content/photobook.html,Photo book,True,,False,,False,0,0,
pages/content/poem.html,Poems — Luca Gandolfi,True,,False,,False,0,0,
pages/content/proust.html,Proust - A Visual Novel,True,,False,,False,0,0,
pages/content/tvshows.html,TV Shows — Luca Gandolfi,True,,False,,False,0,0,
pages/experiments/8.html,8 - Chaos,True,,False,,False,0,0,
pages/experiments/aviator_viper.html,Viper Clone,True,,False,,False,0,0,
pages/experiments/easter_egg.html,Easter Eggs — Surprise!,True,,False,,False,0,0,
pages/main/ai_tale.html,Ai Tale - Visual Novel,True,,False,,False,0,0,
pages/main/archive.html,Archive | Luca Gandolfi Portfolio,True,Archive page for experimental and legacy projects in Luca Gandolfi's portfolio.,True,https://lucagandolfi77.github.io/portfolio/../../pages/main/archive.html,True,0,0,"index, follow"
pages/main/blog.html,Blog — Luca Gandolfi | Articoli su Web Development e Programmazione,True,"Blog di Luca Gandolfi — Articoli su sviluppo web, programmazione, musica, embedded systems e AI.",True,https://lucagandolfi.dev/../../pages/main/blog.html,True,5,0,"index, follow"
pages/main/books.html,Books — Luca Gandolfi,True,"Books and reading notes by Luca Gandolfi, with curated highlights and personal recommendations.",True,https://lucagandolfi.dev/../../pages/main/books.html,True,4,0,
pages/main/cookie-policy.html,Cookie Policy — Luca Gandolfi Portfolio,True,"Cookie Policy for Luca Gandolfi's portfolio website. Details on cookies and technologies used, and how to manage your preferences.",True,https://lucagandolfi77.github.io/portfolio/../../pages/main/cookie-policy.html,True,0,0,"noindex, follow"
pages/main/fidenzaroundabout.html,Fidenza's Roundabout — Visual Novel,True,,False,,False,0,0,
pages/main/life_comic.html,My Life — Comic Biography,True,,False,,False,0,0,
pages/main/luca_quiz.html,Quanto conosci Luca Gandolfi?,True,,False,,False,0,0,
pages/main/offline.html,Offline - Luca Gandolfi Portfolio,True,You are offline. Cached pages may still be available.,True,https://lucagandolfi.dev/../../pages/main/offline.html,True,4,0,"noindex, nofollow"
pages/main/old_index.html,This is Luca Gandolfi,True,,False,,False,0,0,
pages/main/original_pokemon.html,Simulatore Pokémon,True,,False,,False,0,0,
pages/main/piano.html,Piano Studio — Luca Gandolfi | Metronomo e Spartiti,True,"Piano Studio interattivo — Pianoforte virtuale, metronomo digitale, libreria spartiti PDF e diario di pratica musicale di Luca Gandolfi.",True,https://lucagandolfi.dev/../../pages/main/piano.html,True,5,0,"index, follow"
pages/main/pinball.html,Space Cadet Pinball - Portfolio,True,,False,,False,0,0,
pages/main/places.html,Places - Luca Gandolfi | Mappa Interattiva,True,Luca Gandolfi - Places. Scopri i luoghi significativi della mia vita.,True,,False,4,0,
pages/main/pokedex.html,Pokédex - Portfolio,True,,False,,False,0,0,
pages/main/pokemon.html,Simulatore Pokémon,True,,False,,False,0,0,
pages/main/pokemon_temp.html,Simulatore Pokémon,True,,False,,False,0,0,
pages/main/previous_pokemon.html,Simulatore Pokémon,True,,False,,False,0,0,
pages/main/privacy-policy.html,Privacy Policy — Luca Gandolfi Portfolio,True,"Privacy Policy for Luca Gandolfi's portfolio website. Learn how your personal data is collected, used, and protected.",True,https://lucagandolfi77.github.io/portfolio/../../pages/main/privacy-policy.html,True,0,0,"noindex, follow"
pages/main/python.html,Python Wrapper,True,,False,,False,0,0,
pages/main/quantum_lab.html,Quantum Lab - Luca Gandolfi,True,,False,,False,0,0,
pages/main/quotes.html,Daily Motivation Quotes — Luca Gandolfi,True,"Daily motivation quotes curated by Luca Gandolfi, with featured lines and authors.",True,https://lucagandolfi.dev/../../pages/main/quotes.html,True,4,0,
pages/main/recipe.html,Luca's Recipes,True,,False,,False,0,0,
pages/main/shop.html,Shop — Luca Gandolfi | Merchandise e Corsi Digitali,True,"Shop di Luca Gandolfi — Scopri t-shirt, corsi digitali, spartiti musicali e accessori per developer e musicisti.",True,https://lucagandolfi.dev/../../pages/main/shop.html,True,5,0,"index, follow"
pages/main/technology.html,Technology - Luca Gandolfi,True,"Technology projects, tools, and experiments by Luca Gandolfi, including AI demos, computer vision apps, and developer utilities.",True,https://lucagandolfi.dev/../../pages/main/technology.html,True,4,0,
pages/main/test_responsive.html,Responsive Test - iPhone Portrait/Landscape,True,,False,,False,0,0,
pages/main/the.html,Mondo del Tè - Cozy Tea Experience,True,,False,,False,0,0,
pages/main/timeline.html,Timeline - Luca Gandolfi | La Mia Vita,True,Luca Gandolfi - Timeline della mia vita. Un viaggio attraverso i momenti più significativi della mia vita.,True,https://lucagandolfi.dev/../../pages/main/timeline.html,True,4,0,
pages/main/visualnovels.html,Visual Novels — Luca Gandolfi,True,Visual Novels — Interactive Stories — Luca Gandolfi's Portfolio,True,,False,0,0,
projects/RSA.html,RSA Key Generator — Luca Gandolfi,True,,False,,False,0,0,
projects/air_canvas.html,Air Canvas,True,,False,,False,0,0,
projects/armochromy.html,Armochromy Analysis AI,True,,False,,False,0,0,
projects/audio_transcriber.html,Audio Transcriber — Local Whisper,True,,False,,False,0,0,
projects/beer.html,🍺 iBeer - Virtual Beer,True,,False,,False,0,0,
projects/birds.html,Birds — generative flock,True,,False,,False,0,0,
projects/camera_compression.html,Camera – JPEG Compression Preview,True,,False,,False,0,0,
projects/coloring.html,Coloring Book,True,,False,,False,0,0,
projects/create_qrcode.html,Create QR Code,True,,False,,False,0,0,
projects/croquet.html,Croquet — physics sandbox,True,,False,,False,0,0,
projects/daisy-field/index.html,Daisy Field,True,Daisy Field — a mindfulness timer that fills your screen with daisies while you stay away from your phone.,True,,False,0,0,
projects/draw.html,Draw,True,,False,,False,0,0,
projects/face_compare.html,Face Compare,True,,False,,False,0,0,
projects/facemesh_camera.html,FaceMesh Camera,True,,False,,False,0,0,
projects/fashion_detect.html,Fashion Detector — Hugging Face prototype,True,,False,,False,0,0,
projects/gba-emulator.html,GBA Emulator — Luca Gandolfi,True,,False,,False,0,0,
projects/gps.html,GPS Distance Calculator,True,,False,,False,0,0,
projects/horse_simulator.html,Horse Racing Manager,True,,False,,False,0,0,
projects/iqos_timer.html,IQOS Timer,True,,False,,False,0,0,
projects/kinect.html,Kinect Game,True,,False,,False,0,0,
projects/kinect_2.html,Hand Tracker,True,,False,,False,0,0,
projects/longest_midi.html,Longest MIDI — length analyzer,True,,False,,False,0,0,
projects/lyrics_finder.html,Reverse Lyrics Finder,True,,False,,False,0,0,
projects/mesh_camera2.html,Fruit Eater - FaceMesh Game,True,,False,,False,0,0,
projects/morse.html,Morse Converter — Luca Gandolfi,True,,False,,False,0,0,
projects/nails.html,Nail Art Simulator & AR Try-On,True,,False,,False,0,0,
projects/nba_simulator.html,NBA Match Simulator,True,,False,,False,0,0,
projects/payamazadi.html,Payamazadi - Rete Mesh P2P,True,,False,,False,0,0,
projects/people_simulator.html,USA People Simulator,True,,False,,False,0,0,
projects/qrcode.html,QR Code Reader — Luca Gandolfi,True,,False,,False,0,0,
projects/quiz.html,Quizzes — Luca Gandolfi,True,,False,,False,0,0,
projects/quizzes/engineer_quiz.html,Che tipo di ingegnere sei?,True,,False,,False,0,0,
projects/quizzes/luca_quiz.html,Quanto conosci Luca Gandolfi?,True,,False,,False,0,0,
projects/quizzes/quiz01.html,Quiz 01 — Intro to the Web,True,,False,,False,0,0,
projects/quizzes/quiz02.html,Quiz 02 — JavaScript Basics,True,,False,,False,0,0,
projects/quizzes/quiz_fastfood.html,Che tipo di Fast Food sei?,True,,False,,False,0,0,
projects/quizzes/taylor_swift_quiz.html,Taylor Swift Quiz,True,,False,,False,0,0,
projects/radio.html,Radio Player — Luca Gandolfi,True,,False,,False,0,0,
projects/reader.html,Universal Reader — Luca Gandolfi,True,,False,,False,0,0,
projects/rock_paper_scissors.html,Rock Paper Scissors vs AI,True,,False,,False,0,0,
projects/sankey.html,Generatore Sankey — Diagrammi Sankey,True,,False,,False,0,0,
projects/scraping.html,Universal Shop Scraper & CSV Exporter,True,,False,,False,0,0,
projects/seconds_distance.html,Seconds Distance Calculator,True,,False,,False,0,0,
projects/seriea_simulator.html,Serie A Match Simulator,True,,False,,False,0,0,
projects/sierpinski.html,Sierpinski Triangle Explorer,True,,False,,False,0,0,
projects/streaming.html,Streaming — Luca Gandolfi,True,,False,,False,0,0,
projects/text_image_researcher.html,🔍 Web Content Researcher,True,,False,,False,0,0,
projects/text_recognition.html,Text Recognition AI,True,,False,,False,0,0,
projects/tiny_ai.html,Tiny AI Chat,True,,False,,False,0,0,
projects/tracker.html,Camera Tracker,True,,False,,False,0,0,
projects/virtual_drums.html,Virtual Drums,True,,False,,False,0,0,
projects/virtual_puppeteer.html,Virtual Puppeteer,True,,False,,False,0,0,
projects/walkietalkie.html,P2P Walkie Talkie - Multi-User,True,,False,,False,0,0,
projects/workout.html,Bodyweight Workout Timer,True,,False,,False,0,0,
projects/world_weather.html,World Weather Map,True,,False,,False,0,0,
rpg_game/dist/index.html,Zelda RPG,True,,False,,False,0,0,
rpg_game/index.html,Zelda RPG,True,,False,,False,0,0,
